cls,file,session
Leaf_rot,IMG_2345.HEIC.jpg,burst:Leaf_rot:IMG_:9
Leaf_rot,IMG_2346.HEIC.jpg,burst:Leaf_rot:IMG_:9
Leaf_rot,IMG_2347.HEIC.jpg,burst:Leaf_rot:IMG_:9
Leaf_rot,IMG_2349.HEIC.jpg,burst:Leaf_rot:IMG_:9
Leaf_rot,IMG_2351.HEIC.jpg,burst:Leaf_rot:IMG_:9
Leaf_rot,IMG_2352.HEIC.jpg,burst:Leaf_rot:IMG_:9
Leaf_rot,020dddb7-69a3-464d-ba4d-dfcf787a3de4.jpg,single:Leaf_rot:020dddb7-69a3-464d-ba4d-dfcf787a3de4
Leaf_rot,2.jpg,single:Leaf_rot:2
Leaf_rot,4b54a906-5848-4736-82e3-307ca745b475.jpg,single:Leaf_rot:4b54a906-5848-4736-82e3-307ca745b475
Leaf_rot,5f55c0e9-a276-4fef-b429-512f6ff024c3.jpg,single:Leaf_rot:5f55c0e9-a276-4fef-b429-512f6ff024c3
Leaf_rot,77381d1b-59d9-4de4-b92b-ef67002cb386.jpg,single:Leaf_rot:77381d1b-59d9-4de4-b92b-ef67002cb386
Leaf_rot,eb683acd-9cff-4ce4-9fa1-e86c7fdd0216.jpg,single:Leaf_rot:eb683acd-9cff-4ce4-9fa1-e86c7fdd0216
Leaf_rot,WhatsApp Image 2026-06-10 at 8.41.11 AM.jpg,whatsapp:Leaf_rot:2026-06-10
Leaf_rot,WhatsApp Image 2026-06-10 at 8.41.12 AM (1).jpg,whatsapp:Leaf_rot:2026-06-10
Leaf_rot,WhatsApp Image 2026-06-10 at 8.41.12 AM (2).jpg,whatsapp:Leaf_rot:2026-06-10
Leaf_rot,WhatsApp Image 2026-06-10 at 8.41.12 AM (3).jpg,whatsapp:Leaf_rot:2026-06-10
Leaf_rot,WhatsApp Image 2026-06-10 at 8.41.12 AM.jpg,whatsapp:Leaf_rot:2026-06-10
Leaf_rot,WhatsApp Image 2026-06-10 at 8.41.18 AM.jpg,whatsapp:Leaf_rot:2026-06-10
Phomopsis,IMG_9885.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9886.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9887.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9888.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9889.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9890.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9891.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9892.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9893.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9894.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9895.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9896.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9897.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9898.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9899.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9900.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9902.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9903.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9904.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9905.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9906.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9907.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9908.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9910.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9911.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9912.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9913.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9914.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9915.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9916.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9917.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9918.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9919.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9920.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9921.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9922.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9923.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9924.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9925.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9926.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9927.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9928.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9929.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9931.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9932.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9933.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9934.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9935.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9936.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9939.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9940.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9941.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9942.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9943.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9944.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9945.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9946.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9947.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9948.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9949.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9951.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9952.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9953.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9955.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9956.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9957.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9958.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9959.jpg,burst:Phomopsis:IMG_:0
Phomopsis,IMG_9960.jpg,burst:Phomopsis:IMG_:0
